date,time,qty.dispensed,ili.rate,drug.shortages,drug.rcs,season,temperature,humidity,weather
7/24/2024,12:00,17,1,0,109,Summer,80.5,49,clear
7/24/2024,18:00,25,2.7,0,122,Summer,80.7,74,rain
7/25/2024,0:00,15,1.7,1,136,Summer,71.2,50,clouds
7/25/2024,6:00,25,2.9,0,103,Summer,84.4,65,rain
7/25/2024,12:00,40,3.5,0,127,Summer,78.2,80,rain
7/25/2024,18:00,15,0.1,0,133,Summer,80.7,42,clear
7/26/2024,0:00,28,2.5,0,134,Summer,73.2,75,rain
7/26/2024,6:00,13,0.8,1,107,Summer,76.7,33,clear
7/26/2024,12:00,26,3.3,0,139,Summer,73.3,70,rain
7/26/2024,18:00,29,3.3,0,140,Summer,63.7,84,rain
7/27/2024,0:00,20,1.2,0,108,Summer,75.5,42,clouds
7/27/2024,6:00,21,2.2,0,88,Summer,67.4,61,rain
7/27/2024,12:00,23,3,0,104,Summer,74.3,80,rain
7/27/2024,18:00,28,3.3,0,99,Summer,85,77,rain
7/28/2024,0:00,37,3.4,0,141,Summer,74.7,76,rain
7/28/2024,6:00,20,1.9,0,145,Summer,81.3,65,clouds
7/28/2024,12:00,21,1.2,0,106,Summer,83.3,36,clear
7/28/2024,18:00,27,3.3,1,98,Summer,75,69,rain
7/29/2024,0:00,23,4,1,135,Summer,76.2,69,rain
7/29/2024,6:00,13,1,0,133,Summer,97.2,53,clear
7/29/2024,12:00,27,2.6,1,150,Summer,86.9,81,rain
7/29/2024,18:00,23,2.3,1,109,Summer,79.4,87,rain
7/30/2024,0:00,23,2.2,1,110,Summer,74.9,83,rain
7/30/2024,6:00,24,2.2,0,107,Summer,85.8,34,clear
7/30/2024,12:00,19,2.5,0,117,Summer,74.3,89,rain
7/30/2024,18:00,20,0.6,0,92,Summer,71.4,50,clear
7/31/2024,0:00,20,0.7,0,118,Summer,82.2,46,clear
7/31/2024,6:00,23,2.6,1,129,Summer,89,55,clouds
7/31/2024,12:00,15,0.9,0,111,Summer,78.1,33,clear
7/31/2024,18:00,21,2.3,0,140,Summer,77.6,52,clouds
8/1/2024,0:00,19,1.6,0,122,Summer,100.7,30,clear
8/1/2024,6:00,20,2.1,0,122,Summer,75.7,61,clouds
8/1/2024,12:00,11,0.8,1,106,Summer,84.9,45,clear
8/1/2024,18:00,13,0.6,0,105,Summer,82.1,46,clear
8/2/2024,0:00,22,2.6,0,121,Summer,75,56,clouds
8/2/2024,6:00,26,3.4,1,134,Summer,74.7,66,rain
8/2/2024,12:00,28,1.9,1,137,Summer,83.2,52,clear
8/2/2024,18:00,19,2.2,0,107,Summer,92.3,57,clouds
8/3/2024,0:00,18,2.6,0,130,Summer,83.5,69,rain
8/3/2024,6:00,17,1.2,0,132,Summer,68.3,33,clear
8/3/2024,12:00,13,1.2,0,121,Summer,75,52,clear
8/3/2024,18:00,34,2.9,0,137,Summer,74,47,clouds
8/4/2024,0:00,16,1.4,0,124,Summer,79.5,60,clouds
8/4/2024,6:00,16,0.3,0,129,Summer,90.3,40,clear
8/4/2024,12:00,34,2.7,0,129,Summer,66.8,87,rain
8/4/2024,18:00,25,3.1,0,122,Summer,68.3,68,rain
8/5/2024,0:00,15,0.8,0,143,Summer,76.1,47,clear
8/5/2024,6:00,14,0.9,1,138,Summer,66.8,45,clear
8/5/2024,12:00,27,1.8,0,134,Summer,68.3,59,clouds
8/5/2024,18:00,22,3,0,111,Summer,70.2,88,rain
8/6/2024,0:00,26,2.8,0,126,Summer,78.4,42,clouds
8/6/2024,6:00,21,3.9,1,144,Summer,76.7,62,rain
8/6/2024,12:00,13,1.8,0,111,Summer,83.2,59,clouds
8/6/2024,18:00,18,1.5,0,128,Summer,81.5,45,clear
8/7/2024,0:00,24,2,0,109,Summer,86.2,46,clouds
8/7/2024,6:00,17,2.3,0,90,Summer,79.9,41,clouds
8/7/2024,12:00,22,1.8,0,120,Summer,79.9,54,clouds
8/7/2024,18:00,6,0.4,1,114,Summer,81.1,30,clear
8/8/2024,0:00,15,0.8,0,96,Summer,55.2,47,clear
8/8/2024,6:00,20,2,0,133,Summer,90.5,48,clear
8/8/2024,12:00,16,1.7,0,117,Summer,70.3,38,clear
8/8/2024,18:00,15,0.5,0,122,Summer,77,52,clear
8/9/2024,0:00,11,0.2,0,128,Summer,65.5,38,clear
8/9/2024,6:00,31,2.8,0,118,Summer,70.8,68,rain
8/9/2024,12:00,22,3.7,0,121,Summer,70.9,75,rain
8/9/2024,18:00,13,1.5,0,70,Summer,73.6,54,clouds
8/10/2024,0:00,15,1.2,0,132,Summer,72.9,52,clear
8/10/2024,6:00,17,1.4,0,102,Summer,71.8,53,clouds
8/10/2024,12:00,17,0.8,0,113,Summer,74.3,52,clear
8/10/2024,18:00,27,2.2,0,130,Summer,80.3,52,clouds
8/11/2024,0:00,27,3.5,0,118,Summer,73.3,71,rain
8/11/2024,6:00,17,1.6,0,103,Summer,67.2,36,clear
8/11/2024,12:00,15,1.8,0,136,Summer,82.6,46,clouds
8/11/2024,18:00,28,3.3,0,122,Summer,61.6,73,rain
8/12/2024,0:00,13,1.6,1,117,Summer,71.4,39,clear
8/12/2024,6:00,19,0.3,0,112,Summer,82.2,39,clear
8/12/2024,12:00,28,2.2,0,165,Summer,83.7,66,clouds
8/12/2024,18:00,12,1.1,0,110,Summer,90.3,35,clear
8/13/2024,0:00,28,1.7,1,150,Summer,97.8,40,clear
8/13/2024,6:00,17,3.3,0,112,Summer,70.2,63,rain
8/13/2024,12:00,13,1.4,0,141,Summer,73.7,41,clear
8/13/2024,18:00,10,0.5,0,83,Summer,76.7,47,clear
8/14/2024,0:00,20,1.7,0,123,Summer,88.1,39,clear
8/14/2024,6:00,17,1.1,0,116,Summer,68.9,42,clear
8/14/2024,12:00,9,0.6,0,97,Summer,76.6,33,clear
8/14/2024,18:00,15,2.4,0,117,Summer,67.7,51,clouds
8/15/2024,0:00,29,2.8,1,106,Summer,80.2,63,clouds
8/15/2024,6:00,13,0.6,0,120,Summer,87.3,32,clear
8/15/2024,12:00,20,1.1,0,133,Summer,66.2,51,clear
8/15/2024,18:00,22,1.5,0,112,Summer,80.3,35,clear
8/16/2024,0:00,14,0.8,1,102,Summer,93.4,54,clear
8/16/2024,6:00,17,0.7,0,122,Summer,80.6,47,clear
8/16/2024,12:00,24,1,0,134,Summer,73.6,59,clouds
8/16/2024,18:00,19,1.5,0,137,Summer,75,48,clouds
8/17/2024,0:00,24,2.5,0,119,Summer,85.9,44,clouds
8/17/2024,6:00,19,2.3,0,125,Summer,89.3,43,clouds
8/17/2024,12:00,20,3.2,0,102,Summer,70.6,70,rain
8/17/2024,18:00,18,0.9,0,116,Summer,83.4,66,clouds
8/18/2024,0:00,15,0.9,0,113,Summer,66.5,33,clear
8/18/2024,6:00,21,1.5,0,122,Summer,79,44,clear
8/18/2024,12:00,30,2.7,0,94,Summer,84.7,79,rain
8/18/2024,18:00,14,0.9,0,107,Summer,66.4,33,clear
8/19/2024,0:00,16,0.8,0,83,Summer,73.4,39,clear
8/19/2024,6:00,12,1.5,0,133,Summer,73.6,45,clear
8/19/2024,12:00,19,2.1,0,142,Summer,79.7,41,clouds
8/19/2024,18:00,12,0.6,0,96,Summer,74.7,35,clear
8/20/2024,0:00,8,0.3,0,101,Summer,77,53,clear
8/20/2024,6:00,10,0.7,1,96,Summer,78.2,33,clear
8/20/2024,12:00,25,3.1,0,119,Summer,80.3,67,clouds
8/20/2024,18:00,23,2.4,0,147,Summer,83.2,83,rain
8/21/2024,0:00,24,1.4,1,135,Summer,84.3,48,clear
8/21/2024,6:00,16,2.9,0,111,Summer,67.9,69,rain
8/21/2024,12:00,10,0.2,0,103,Summer,99.3,44,clear
8/21/2024,18:00,14,2.2,0,96,Summer,78.6,55,clouds
8/22/2024,0:00,24,2.8,0,133,Summer,79.7,56,clouds
8/22/2024,6:00,23,1.3,0,122,Summer,65.9,53,clear
8/22/2024,12:00,28,1.6,0,121,Summer,93.4,47,clear
8/22/2024,18:00,11,1.4,0,124,Summer,79.4,38,clear
8/23/2024,0:00,19,1.4,0,106,Summer,80.2,31,clear
8/23/2024,6:00,13,1.6,0,107,Summer,71,66,clouds
8/23/2024,12:00,21,1.9,1,122,Summer,75.8,69,rain
8/23/2024,18:00,20,3.1,0,157,Summer,64.8,84,rain
8/24/2024,0:00,19,3.3,0,128,Summer,74.5,61,rain
8/24/2024,6:00,12,0.9,0,104,Summer,68.7,40,clear
8/24/2024,12:00,19,2.3,0,109,Summer,78.1,50,clouds
8/24/2024,18:00,20,2.7,0,122,Summer,82.8,78,rain
8/25/2024,0:00,30,1.7,1,134,Summer,73.3,50,clear
8/25/2024,6:00,30,2.7,1,114,Summer,69.3,79,rain
8/25/2024,12:00,12,1.2,0,107,Summer,70.4,34,clear
8/25/2024,18:00,30,2.5,0,113,Summer,83.9,83,rain
8/26/2024,0:00,9,0.4,0,131,Summer,79.4,42,clear
8/26/2024,6:00,10,1.3,0,89,Summer,81.9,32,clear
8/26/2024,12:00,19,2,0,108,Summer,84.8,52,clouds
8/26/2024,18:00,33,3.2,0,131,Summer,74.3,78,rain
8/27/2024,0:00,12,1,1,110,Summer,77.5,63,clouds
8/27/2024,6:00,24,2.6,0,127,Summer,86.3,42,clouds
8/27/2024,12:00,15,2.3,0,114,Summer,78.1,73,rain
8/27/2024,18:00,16,2.7,0,104,Summer,71.7,63,rain
8/28/2024,0:00,15,1.5,1,112,Summer,75.7,33,clear
8/28/2024,6:00,24,2.9,0,125,Summer,62.6,60,rain
8/28/2024,12:00,16,2.6,0,102,Summer,75.5,62,clouds
8/28/2024,18:00,24,1.2,0,102,Summer,88.9,41,clear
8/29/2024,0:00,18,1.7,0,119,Summer,78.6,47,clouds
8/29/2024,6:00,26,1.8,0,115,Summer,76,41,clouds
8/29/2024,12:00,24,2.5,0,129,Summer,81.5,59,clouds
8/29/2024,18:00,23,2.3,0,105,Summer,70.4,85,rain
8/30/2024,0:00,28,3.3,1,124,Summer,72.4,89,rain
8/30/2024,6:00,13,1.1,0,102,Summer,76,54,clear
8/30/2024,12:00,24,1.7,1,107,Summer,72.9,52,clouds
8/30/2024,18:00,20,0.7,0,105,Summer,87.5,45,clear
8/31/2024,0:00,14,0.9,0,116,Summer,72.6,41,clear
8/31/2024,6:00,20,1.9,0,101,Summer,69.8,89,rain
8/31/2024,12:00,10,0.7,0,101,Summer,77.4,45,clear
8/31/2024,18:00,13,1.7,0,120,Summer,79.3,50,clouds
9/1/2024,0:00,20,4.2,0,108,Fall,28.6,88,snow
9/1/2024,6:00,25,4.6,0,126,Fall,28.5,84,snow
9/1/2024,12:00,14,0.5,0,127,Fall,41.7,31,clear
9/1/2024,18:00,16,2.2,1,129,Fall,62.5,47,clouds
9/2/2024,0:00,19,1.8,0,96,Fall,46.7,59,clouds
9/2/2024,6:00,11,1.8,1,105,Fall,48.2,45,clouds
9/2/2024,12:00,19,1.4,0,115,Fall,53.9,58,clouds
9/2/2024,18:00,28,3.2,0,109,Fall,64.3,81,rain
9/3/2024,0:00,18,1.9,0,106,Fall,53,67,clouds
9/3/2024,6:00,33,2.7,1,120,Fall,55.1,72,rain
9/3/2024,12:00,20,1.1,0,137,Fall,53.3,49,clear
9/3/2024,18:00,27,3,0,126,Fall,61.6,70,rain
9/4/2024,0:00,16,1,0,116,Fall,64.2,47,clear
9/4/2024,6:00,15,2.4,0,102,Fall,43.4,43,clouds
9/4/2024,12:00,28,3.1,0,139,Fall,49.1,85,rain
9/4/2024,18:00,12,0.8,0,108,Fall,60.6,41,clear
9/5/2024,0:00,16,0.8,0,111,Fall,48.8,50,clear
9/5/2024,6:00,32,3.1,0,126,Fall,52.2,71,rain
9/5/2024,12:00,24,2.8,0,102,Fall,60.3,85,rain
9/5/2024,18:00,24,1.8,0,118,Fall,66.6,45,clear
9/6/2024,0:00,22,3,0,122,Fall,59.3,89,rain
9/6/2024,6:00,23,2.6,1,147,Fall,60.5,66,clouds
9/6/2024,12:00,39,3.7,0,114,Fall,53.1,68,rain
9/6/2024,18:00,14,1.4,0,118,Fall,68.8,45,clear
9/7/2024,0:00,33,4.2,0,146,Fall,54.2,74,rain
9/7/2024,6:00,26,4.1,1,96,Fall,28,93,snow
9/7/2024,12:00,17,1.3,0,89,Fall,64,66,clouds
9/7/2024,18:00,13,0.8,0,112,Fall,60.8,44,clear
9/8/2024,0:00,22,1.4,0,125,Fall,53.3,40,clear
9/8/2024,6:00,21,0.9,0,114,Fall,55.9,40,clouds
9/8/2024,12:00,34,3.9,0,140,Fall,37.1,93,snow
9/8/2024,18:00,33,4,0,151,Fall,46.8,60,rain
9/9/2024,0:00,10,0.8,0,109,Fall,54.5,68,clouds
9/9/2024,6:00,30,4.6,0,105,Fall,31.7,78,snow
9/9/2024,12:00,25,4,1,112,Fall,30,72,snow
9/9/2024,18:00,15,1.6,0,142,Fall,74.4,41,clouds
9/10/2024,0:00,27,3.6,1,127,Fall,60.8,82,rain
9/10/2024,6:00,21,3.6,0,87,Fall,61.2,88,rain
9/10/2024,12:00,23,1.5,0,129,Fall,69.3,36,clear
9/10/2024,18:00,25,2.9,0,129,Fall,57.1,77,rain
9/11/2024,0:00,10,0.5,0,148,Fall,72.6,40,clear
9/11/2024,6:00,19,1.5,0,130,Fall,68.1,45,clear
9/11/2024,12:00,15,1.7,0,129,Fall,76.3,51,clear
9/11/2024,18:00,29,2.7,0,113,Fall,60.2,68,rain
9/12/2024,0:00,15,0.8,1,122,Fall,57.1,54,clear
9/12/2024,6:00,21,3.8,0,134,Fall,35.6,90,snow
9/12/2024,12:00,15,1.2,0,98,Fall,57.4,48,clouds
9/12/2024,18:00,28,2.8,1,140,Fall,55.2,83,rain
9/13/2024,0:00,21,2,0,102,Fall,44.4,47,clouds
9/13/2024,6:00,26,2.3,0,135,Fall,51.5,85,rain
9/13/2024,12:00,31,3.9,0,109,Fall,28.1,74,snow
9/13/2024,18:00,19,1.6,0,123,Fall,62.7,50,clouds
9/14/2024,0:00,21,2.9,0,119,Fall,59.1,64,rain
9/14/2024,6:00,23,2.6,0,124,Fall,57.5,48,clear
9/14/2024,12:00,15,2,0,135,Fall,52.1,59,clouds
9/14/2024,18:00,23,3,1,89,Fall,52,56,clouds
9/15/2024,0:00,26,1.4,0,125,Fall,61.5,45,clear
9/15/2024,6:00,20,0.6,0,118,Fall,45,32,clear
9/15/2024,12:00,17,1,1,116,Fall,44.7,48,clear
9/15/2024,18:00,19,1.2,0,135,Fall,55.7,43,clouds
9/16/2024,0:00,16,1.9,0,79,Fall,53.1,64,clouds
9/16/2024,6:00,19,1.4,0,133,Fall,58.2,30,clear
9/16/2024,12:00,11,0.1,0,113,Fall,52.9,52,clear
9/16/2024,18:00,23,1.7,0,110,Fall,48.6,59,clouds
9/17/2024,0:00,31,3.8,0,132,Fall,58.1,66,rain
9/17/2024,6:00,27,3.1,0,128,Fall,72.3,74,rain
9/17/2024,12:00,29,2.4,0,135,Fall,63.1,55,clouds
9/17/2024,18:00,11,0.7,0,137,Fall,69.3,50,clear
9/18/2024,0:00,24,3,0,129,Fall,42.9,81,snow
9/18/2024,6:00,31,4.6,0,106,Fall,40,72,snow
9/18/2024,12:00,16,1.2,0,105,Fall,57.9,37,clear
9/18/2024,18:00,23,3.2,0,118,Fall,48,87,rain
9/19/2024,0:00,23,2.4,0,139,Fall,52.4,78,rain
9/19/2024,6:00,28,1.6,0,123,Fall,58.6,54,clouds
9/19/2024,12:00,33,2.9,0,116,Fall,43.3,87,rain
9/19/2024,18:00,27,2.3,0,136,Fall,58.1,69,clouds
9/20/2024,0:00,14,1.4,0,126,Fall,49.3,42,clear
9/20/2024,6:00,23,1.8,0,117,Fall,58.7,63,clouds
9/20/2024,12:00,25,1.7,0,139,Fall,52.9,71,rain
9/20/2024,18:00,13,1.1,0,87,Fall,63.9,30,clear
9/21/2024,0:00,26,3.7,1,120,Fall,64.8,61,rain
9/21/2024,6:00,19,0.8,0,113,Fall,55.7,32,clear
9/21/2024,12:00,12,1.2,0,114,Fall,64.3,47,clear
9/21/2024,18:00,24,5.3,0,114,Fall,29.8,88,snow
9/22/2024,0:00,26,3.9,1,143,Fall,24.2,72,snow
9/22/2024,6:00,20,1.8,0,113,Fall,52.5,60,clouds
9/22/2024,12:00,27,1.6,0,113,Fall,47.7,48,clouds
9/22/2024,18:00,10,0.9,0,126,Fall,54,31,clear
9/23/2024,0:00,29,3.8,0,147,Fall,50.7,78,rain
9/23/2024,6:00,23,2.9,0,129,Fall,64.7,56,clouds
9/23/2024,12:00,24,1.4,1,98,Fall,52.7,54,clear
9/23/2024,18:00,31,3.1,0,114,Fall,67.3,73,rain
9/24/2024,0:00,33,3.9,0,128,Fall,34.7,75,snow
9/24/2024,6:00,14,2.8,1,111,Fall,60,72,rain
9/24/2024,12:00,30,2.4,0,122,Fall,55.3,53,clouds
9/24/2024,18:00,8,0.2,0,113,Fall,61.4,51,clear
9/25/2024,0:00,12,1.4,0,72,Fall,67.5,37,clear
9/25/2024,6:00,30,2.7,0,138,Fall,50.1,55,clouds
9/25/2024,12:00,11,1.8,0,98,Fall,51.7,54,clouds
9/25/2024,18:00,15,1,1,117,Fall,62.7,40,clear
9/26/2024,0:00,23,2,0,114,Fall,51.5,53,clouds
9/26/2024,6:00,17,1.4,0,90,Fall,62.6,48,clear
9/26/2024,12:00,24,2.7,0,107,Fall,59.9,56,clouds
9/26/2024,18:00,11,0.5,0,88,Fall,61.7,43,clear
9/27/2024,0:00,17,1.9,0,134,Fall,64.9,35,clear
9/27/2024,6:00,15,1.2,0,102,Fall,60,40,clear
9/27/2024,12:00,17,1,0,94,Fall,65.8,40,clouds
9/27/2024,18:00,16,2.6,0,119,Fall,42.2,72,rain
9/28/2024,0:00,35,3.1,0,148,Fall,44.4,60,rain
9/28/2024,6:00,18,1.4,0,130,Fall,66.4,34,clear
9/28/2024,12:00,6,0.4,1,108,Fall,69.3,34,clear
9/28/2024,18:00,24,3.4,1,127,Fall,31.3,87,snow
9/29/2024,0:00,17,2.4,0,115,Fall,55.3,59,clouds
9/29/2024,6:00,21,1.6,0,121,Fall,50,44,clouds
9/29/2024,12:00,19,2,0,123,Fall,66.6,55,clouds
9/29/2024,18:00,15,1.1,0,125,Fall,65.3,57,clouds
9/30/2024,0:00,23,2.4,0,127,Fall,61.1,84,rain
9/30/2024,6:00,20,1.1,0,102,Fall,56.5,30,clear
9/30/2024,12:00,14,2.7,0,113,Fall,60.1,77,rain
9/30/2024,18:00,19,1.7,0,124,Fall,67,57,clouds
10/1/2024,0:00,15,0.4,0,97,Fall,58.7,49,clear
10/1/2024,6:00,14,0.8,0,125,Fall,61.6,45,clear
10/1/2024,12:00,32,3.8,0,113,Fall,34.2,92,snow
10/1/2024,18:00,28,3,0,152,Fall,64.4,55,clouds
10/2/2024,0:00,17,1.8,1,138,Fall,52.8,55,clouds
10/2/2024,6:00,20,2.3,0,118,Fall,66.2,61,rain
10/2/2024,12:00,29,2.8,0,121,Fall,59.9,52,clouds
10/2/2024,18:00,13,1,0,120,Fall,54,36,clear
10/3/2024,0:00,27,3.4,0,153,Fall,59.6,74,rain
10/3/2024,6:00,4,0.7,0,98,Fall,51.5,52,clear
10/3/2024,12:00,29,3.3,0,127,Fall,61.3,72,rain
10/3/2024,18:00,23,2.9,0,131,Fall,52.8,89,rain
10/4/2024,0:00,17,2.6,0,146,Fall,57.6,52,clouds
10/4/2024,6:00,35,4.6,1,142,Fall,30.9,86,snow
10/4/2024,12:00,23,1.5,0,119,Fall,59.9,59,clouds
10/4/2024,18:00,43,3.6,0,152,Fall,22.3,93,snow
10/5/2024,0:00,16,0.2,1,129,Fall,63.1,33,clear
10/5/2024,6:00,32,4.6,0,153,Fall,36.7,72,snow
10/5/2024,12:00,13,1.3,1,107,Fall,64.3,47,clear
10/5/2024,18:00,9,1.4,0,136,Fall,67.1,35,clear
10/6/2024,0:00,17,1.3,0,102,Fall,63.8,40,clear
10/6/2024,6:00,27,2.9,1,109,Fall,53.5,69,rain
10/6/2024,12:00,30,2.9,0,148,Fall,56.7,69,rain
10/6/2024,18:00,13,1.4,0,93,Fall,56.4,37,clear
10/7/2024,0:00,16,1.8,0,132,Fall,57,49,clouds
10/7/2024,6:00,13,0.5,1,89,Fall,67.7,36,clear
10/7/2024,12:00,14,0.6,0,141,Fall,54.2,38,clear
10/7/2024,18:00,29,3.1,0,116,Fall,55,79,rain
10/8/2024,0:00,15,0.7,0,98,Fall,74.3,33,clear
10/8/2024,6:00,23,2.7,0,115,Fall,51.6,78,rain
10/8/2024,12:00,12,0.4,0,94,Fall,60.6,32,clear
10/8/2024,18:00,16,0.9,0,113,Fall,51.6,54,clear
10/9/2024,0:00,33,3.6,1,152,Fall,28.1,82,snow
10/9/2024,6:00,7,0.1,0,119,Fall,69.4,45,clear
10/9/2024,12:00,21,2.4,1,103,Fall,57.8,63,clouds
10/9/2024,18:00,10,0.4,0,127,Fall,65.2,37,clear
10/10/2024,0:00,20,2.7,0,132,Fall,61.6,63,clouds
10/10/2024,6:00,15,0.7,0,92,Fall,61.6,46,clear
10/10/2024,12:00,22,2.4,0,119,Fall,58.7,56,clouds
10/10/2024,18:00,21,1.5,0,103,Fall,53.7,54,clear
10/11/2024,0:00,30,3.5,0,132,Fall,45.6,79,rain
10/11/2024,6:00,21,4.5,0,88,Fall,31.9,76,snow
10/11/2024,12:00,15,0.9,0,104,Fall,58.8,63,clouds
10/11/2024,18:00,13,0.5,0,112,Fall,55.2,45,clear
10/12/2024,0:00,10,0.8,0,108,Fall,68.4,35,clear
10/12/2024,6:00,9,0.5,0,146,Fall,64.6,39,clear
10/12/2024,12:00,27,3.3,0,130,Fall,60.2,61,clouds
10/12/2024,18:00,29,3.8,0,126,Fall,68.4,77,rain
10/13/2024,0:00,26,3.3,1,103,Fall,51.1,84,rain
10/13/2024,6:00,31,2.5,0,124,Fall,58.6,47,clouds
10/13/2024,12:00,28,3.7,0,105,Fall,39,72,snow
10/13/2024,18:00,29,2.7,0,156,Fall,59.5,60,clouds
10/14/2024,0:00,10,1,0,111,Fall,58.2,47,clear
10/14/2024,6:00,16,1.5,0,129,Fall,63.9,64,clouds
10/14/2024,12:00,21,3,0,112,Fall,54.6,80,rain
10/14/2024,18:00,35,3.9,0,111,Fall,33.7,73,snow
10/15/2024,0:00,32,1.8,0,118,Fall,63.6,42,clouds
10/15/2024,6:00,24,3.3,0,114,Fall,48.2,61,rain
10/15/2024,12:00,24,3.2,1,129,Fall,54.7,88,rain
10/15/2024,18:00,18,1.2,0,101,Fall,51.7,33,clear
10/16/2024,0:00,24,1.5,0,125,Fall,57.2,69,clouds
10/16/2024,6:00,16,1.2,0,89,Fall,69.5,46,clear
10/16/2024,12:00,16,2.1,1,127,Fall,50.6,40,clouds
10/16/2024,18:00,22,3,0,117,Fall,43.8,61,rain
10/17/2024,0:00,28,4.4,1,132,Fall,42.5,86,snow
10/17/2024,6:00,14,0.6,0,142,Fall,70,34,clear
10/17/2024,12:00,25,2.5,0,132,Fall,58.4,65,rain
10/17/2024,18:00,26,1.9,0,139,Fall,63,49,clear
10/18/2024,0:00,14,1.7,0,118,Fall,63,57,clouds
10/18/2024,6:00,18,0.4,0,114,Fall,49.2,42,clear
10/18/2024,12:00,34,3.2,0,125,Fall,55.1,88,rain
10/18/2024,18:00,7,0.5,0,94,Fall,69,41,clear
10/19/2024,0:00,21,1.1,0,122,Fall,63.8,48,clear
10/19/2024,6:00,4,0.1,0,97,Fall,70.5,41,clear
10/19/2024,12:00,18,2,1,121,Fall,56.2,50,clouds
10/19/2024,18:00,21,2.3,0,154,Fall,84.8,31,clear
10/20/2024,0:00,22,2.1,1,123,Fall,55.7,51,clouds
10/20/2024,6:00,18,2,0,123,Fall,61,44,clouds
10/20/2024,12:00,16,0.7,0,107,Fall,60.1,33,clear
10/20/2024,18:00,20,3,0,123,Fall,44.1,74,rain
10/21/2024,0:00,17,2.3,0,102,Fall,56.7,52,clouds
10/21/2024,6:00,18,1.8,1,133,Fall,53.1,41,clouds
10/21/2024,12:00,19,2.1,0,133,Fall,58.5,58,clouds
10/21/2024,18:00,22,1.8,0,163,Fall,67.3,37,clear
10/22/2024,0:00,23,2.7,1,109,Fall,55,79,rain
10/22/2024,6:00,10,1.1,0,101,Fall,66.1,51,clear
10/22/2024,12:00,10,0.1,0,112,Fall,63.1,39,clear
10/22/2024,18:00,21,2.6,1,113,Fall,58.8,72,rain
10/23/2024,0:00,30,3.2,1,157,Fall,52,89,rain
10/23/2024,6:00,19,1.6,0,84,Fall,66.7,51,clear
10/23/2024,12:00,19,1.6,0,94,Fall,65.5,49,clear
10/23/2024,18:00,30,3,0,118,Fall,50.8,76,rain
10/24/2024,0:00,12,1.2,0,122,Fall,61.7,31,clear
10/24/2024,6:00,32,4.3,1,146,Fall,21.7,92,snow
10/24/2024,12:00,22,3,1,138,Fall,53.5,72,rain
10/24/2024,18:00,32,2.4,0,125,Fall,52.1,67,clouds
10/25/2024,0:00,13,0.8,0,93,Fall,43.1,51,clear
10/25/2024,6:00,32,2.8,0,122,Fall,54.8,69,rain
10/25/2024,12:00,16,1.3,0,95,Fall,66.8,32,clear
10/25/2024,18:00,18,1.4,1,118,Fall,57.8,40,clear
10/26/2024,0:00,17,1.3,0,144,Fall,64,63,clouds
10/26/2024,6:00,33,4.8,0,146,Fall,40.4,88,snow
10/26/2024,12:00,22,1.9,1,89,Fall,59.9,40,clear
10/26/2024,18:00,17,0.9,0,122,Fall,62.4,32,clear
10/27/2024,0:00,15,1.9,0,124,Fall,58.5,62,clouds
10/27/2024,6:00,20,3.2,0,126,Fall,54.4,63,rain
10/27/2024,12:00,13,3.1,0,98,Fall,65.1,61,rain
10/27/2024,18:00,14,1.5,0,120,Fall,59.7,67,clouds
10/28/2024,0:00,26,2.9,0,124,Fall,48.5,56,clouds
10/28/2024,6:00,25,2.8,0,133,Fall,55.9,87,rain
10/28/2024,12:00,25,3,1,138,Fall,37.5,73,snow
10/28/2024,18:00,8,0.4,0,89,Fall,47.6,32,clear
10/29/2024,0:00,18,0.7,0,134,Fall,62,34,clear
10/29/2024,6:00,28,4.7,0,162,Fall,39.8,79,snow
10/29/2024,12:00,29,2.4,0,114,Fall,50.2,81,rain
10/29/2024,18:00,10,1.2,0,96,Fall,56.1,37,clear
10/30/2024,0:00,24,1.5,1,128,Fall,51.4,53,clear
10/30/2024,6:00,31,3.4,1,115,Fall,25.4,87,snow
10/30/2024,12:00,11,0.5,0,128,Fall,53.7,40,clear
10/30/2024,18:00,30,4.1,1,137,Fall,32.5,88,snow
10/31/2024,0:00,4,0.1,0,102,Fall,65.9,31,clear
10/31/2024,6:00,19,0.9,1,131,Fall,67.8,30,clear
10/31/2024,12:00,38,3.5,0,148,Fall,43.1,80,rain
10/31/2024,18:00,27,3.7,0,125,Fall,58.3,69,rain
11/1/2024,0:00,20,2.5,0,122,Fall,47.8,68,rain
11/1/2024,6:00,32,3,0,134,Fall,55.5,64,rain
11/1/2024,12:00,33,3.5,0,133,Fall,40.7,78,snow
11/1/2024,18:00,19,1.3,0,103,Fall,66.1,43,clear
11/2/2024,0:00,15,0.8,0,74,Fall,79.3,47,clear
11/2/2024,6:00,29,4.3,0,106,Fall,36.5,87,snow
11/2/2024,12:00,21,1.8,1,138,Fall,60.3,79,rain
11/2/2024,18:00,16,1.1,0,150,Fall,71.4,35,clear
11/3/2024,0:00,19,2.4,1,121,Fall,50.6,78,rain
11/3/2024,6:00,16,0.6,0,109,Fall,71,31,clear
11/3/2024,12:00,9,0.9,0,102,Fall,57,50,clouds
11/3/2024,18:00,20,2.9,0,93,Fall,54.9,65,rain
11/4/2024,0:00,11,0.8,0,124,Fall,62.1,30,clear
