date,time,qty.dispensed,ili.rate,drug.shortages,drug.rcs,season,temperature,humidity,weather,timestamp,month
5/21/2024,6:00,18,1.2,0,134,Spring,40.6,46,clouds,2024-05-21 06:00:00,5
5/21/2024,12:00,15,0.6,0,93,Spring,62.3,39,clear,2024-05-21 12:00:00,5
5/21/2024,18:00,15,1.4,1,124,Spring,42.2,69,rain,2024-05-21 18:00:00,5
5/22/2024,0:00,8,0.7,0,118,Spring,47.3,80,rain,2024-05-22 00:00:00,5
5/22/2024,6:00,15,0.8,0,123,Spring,72.7,51,clouds,2024-05-22 06:00:00,5
5/22/2024,12:00,13,1.4,0,111,Spring,54.2,81,rain,2024-05-22 12:00:00,5
5/22/2024,18:00,14,0.7,0,111,Spring,49.6,50,clear,2024-05-22 18:00:00,5
5/23/2024,0:00,14,0.2,0,120,Spring,59.4,62,clouds,2024-05-23 00:00:00,5
5/23/2024,6:00,13,1.0,0,129,Spring,51.3,47,clouds,2024-05-23 06:00:00,5
5/23/2024,12:00,11,0.1,1,106,Spring,51.1,83,rain,2024-05-23 12:00:00,5
5/23/2024,18:00,9,0.8,0,108,Spring,48.9,84,rain,2024-05-23 18:00:00,5
5/24/2024,0:00,15,1.1,0,111,Spring,39.7,41,clouds,2024-05-24 00:00:00,5
5/24/2024,6:00,13,1.2,0,124,Spring,59.0,40,clear,2024-05-24 06:00:00,5
5/24/2024,12:00,11,1.2,0,112,Spring,47.6,42,clear,2024-05-24 12:00:00,5
5/24/2024,18:00,15,0.6,0,95,Spring,59.9,58,clouds,2024-05-24 18:00:00,5
5/25/2024,0:00,12,0.6,0,133,Spring,51.5,56,clouds,2024-05-25 00:00:00,5
5/25/2024,6:00,9,0.1,0,109,Spring,70.8,52,clear,2024-05-25 06:00:00,5
5/25/2024,12:00,10,0.3,0,130,Spring,59.6,45,clear,2024-05-25 12:00:00,5
5/25/2024,18:00,17,0.1,1,93,Spring,67.2,52,clear,2024-05-25 18:00:00,5
5/26/2024,0:00,17,1.0,0,128,Spring,55.7,80,rain,2024-05-26 00:00:00,5
5/26/2024,6:00,14,0.9,1,100,Spring,50.8,69,rain,2024-05-26 06:00:00,5
5/26/2024,12:00,13,0.6,0,114,Spring,46.8,53,clear,2024-05-26 12:00:00,5
5/26/2024,18:00,19,0.7,0,118,Spring,47.6,83,rain,2024-05-26 18:00:00,5
5/27/2024,0:00,16,0.6,0,90,Spring,44.5,60,rain,2024-05-27 00:00:00,5
5/27/2024,6:00,15,1.4,0,98,Spring,54.4,55,clouds,2024-05-27 06:00:00,5
5/27/2024,12:00,13,0.7,0,102,Spring,60.2,53,clear,2024-05-27 12:00:00,5
5/27/2024,18:00,13,0.4,0,116,Spring,56.9,74,rain,2024-05-27 18:00:00,5
5/28/2024,0:00,17,1.0,0,90,Spring,54.2,84,rain,2024-05-28 00:00:00,5
5/28/2024,6:00,12,0.9,0,101,Spring,53.1,81,rain,2024-05-28 06:00:00,5
5/28/2024,12:00,19,1.0,1,134,Spring,35.6,76,rain,2024-05-28 12:00:00,5
5/28/2024,18:00,12,0.8,0,123,Spring,48.7,32,clear,2024-05-28 18:00:00,5
5/29/2024,0:00,14,0.7,0,120,Spring,68.1,38,clear,2024-05-29 00:00:00,5
5/29/2024,6:00,19,0.3,0,131,Spring,51.9,88,rain,2024-05-29 06:00:00,5
5/29/2024,12:00,20,1.2,0,109,Spring,48.5,51,clouds,2024-05-29 12:00:00,5
5/29/2024,18:00,10,0.3,1,105,Spring,63.9,63,clouds,2024-05-29 18:00:00,5
5/30/2024,0:00,14,0.7,0,129,Spring,49.1,77,rain,2024-05-30 00:00:00,5
5/30/2024,6:00,12,0.8,0,91,Spring,59.8,65,rain,2024-05-30 06:00:00,5
5/30/2024,12:00,8,0.7,0,82,Spring,47.2,41,clouds,2024-05-30 12:00:00,5
5/30/2024,18:00,13,0.7,0,105,Spring,49.8,61,rain,2024-05-30 18:00:00,5
5/31/2024,0:00,8,0.3,0,87,Spring,63.3,43,clouds,2024-05-31 00:00:00,5
5/31/2024,6:00,20,1.0,0,111,Spring,55.8,81,rain,2024-05-31 06:00:00,5
5/31/2024,12:00,12,0.3,0,122,Spring,59.5,50,clear,2024-05-31 12:00:00,5
5/31/2024,18:00,13,0.5,0,108,Spring,44.9,41,clear,2024-05-31 18:00:00,5
6/1/2024,0:00,17,0.4,1,107,Summer,69.1,40,clear,2024-06-01 00:00:00,6
6/1/2024,6:00,12,0.4,1,128,Summer,81.2,59,clouds,2024-06-01 06:00:00,6
6/1/2024,12:00,11,0.4,0,89,Summer,84.7,32,clear,2024-06-01 12:00:00,6
6/1/2024,18:00,8,0.1,0,95,Summer,76.1,61,clouds,2024-06-01 18:00:00,6
6/2/2024,0:00,10,0.1,0,101,Summer,64.9,68,rain,2024-06-02 00:00:00,6
6/2/2024,6:00,17,0.9,0,103,Summer,84.2,34,clear,2024-06-02 06:00:00,6
6/2/2024,12:00,8,0.3,1,110,Summer,79.8,47,clouds,2024-06-02 12:00:00,6
6/2/2024,18:00,14,0.5,0,121,Summer,73.2,47,clouds,2024-06-02 18:00:00,6
6/3/2024,0:00,16,0.9,0,124,Summer,73.9,46,clouds,2024-06-03 00:00:00,6
6/3/2024,6:00,11,0.2,0,116,Summer,86.9,74,rain,2024-06-03 06:00:00,6
6/3/2024,12:00,13,0.5,0,118,Summer,79.3,46,clouds,2024-06-03 12:00:00,6
6/3/2024,18:00,4,0.1,0,85,Summer,76.5,55,clouds,2024-06-03 18:00:00,6
6/4/2024,0:00,16,0.5,0,127,Summer,71.6,88,rain,2024-06-04 00:00:00,6
6/4/2024,6:00,7,0.1,1,91,Summer,77.4,48,clear,2024-06-04 06:00:00,6
6/4/2024,12:00,9,0.6,0,115,Summer,71.7,58,clouds,2024-06-04 12:00:00,6
6/4/2024,18:00,8,0.1,0,100,Summer,91.2,52,clear,2024-06-04 18:00:00,6
6/5/2024,0:00,8,0.2,0,98,Summer,80.2,31,clear,2024-06-05 00:00:00,6
6/5/2024,6:00,13,0.5,1,110,Summer,83.7,36,clear,2024-06-05 06:00:00,6
6/5/2024,12:00,9,0.6,0,118,Summer,83.3,48,clouds,2024-06-05 12:00:00,6
6/5/2024,18:00,16,0.1,0,116,Summer,82.3,61,clouds,2024-06-05 18:00:00,6
6/6/2024,0:00,3,0.7,0,88,Summer,63.5,43,clouds,2024-06-06 00:00:00,6
6/6/2024,6:00,9,0.2,1,104,Summer,74.7,75,rain,2024-06-06 06:00:00,6
6/6/2024,12:00,13,0.4,1,107,Summer,77.2,88,rain,2024-06-06 12:00:00,6
6/6/2024,18:00,8,0.1,1,124,Summer,60.1,39,clear,2024-06-06 18:00:00,6
6/7/2024,0:00,11,0.6,1,105,Summer,77.0,52,clouds,2024-06-07 00:00:00,6
6/7/2024,6:00,20,0.1,0,121,Summer,86.9,66,clouds,2024-06-07 06:00:00,6
6/7/2024,12:00,18,1.1,0,101,Summer,84.8,50,clouds,2024-06-07 12:00:00,6
6/7/2024,18:00,13,0.1,0,108,Summer,84.0,52,clouds,2024-06-07 18:00:00,6
6/8/2024,0:00,16,0.6,0,128,Summer,75.3,63,rain,2024-06-08 00:00:00,6
6/8/2024,6:00,9,0.1,0,95,Summer,87.0,45,clear,2024-06-08 06:00:00,6
6/8/2024,12:00,11,0.5,0,114,Summer,71.4,60,clouds,2024-06-08 12:00:00,6
6/8/2024,18:00,12,0.8,0,112,Summer,71.5,49,clouds,2024-06-08 18:00:00,6
6/9/2024,0:00,10,0.6,0,90,Summer,78.9,62,clouds,2024-06-09 00:00:00,6
6/9/2024,6:00,8,0.3,0,148,Summer,85.1,44,clouds,2024-06-09 06:00:00,6
6/9/2024,12:00,8,0.3,0,123,Summer,76.0,46,clear,2024-06-09 12:00:00,6
6/9/2024,18:00,14,0.1,0,119,Summer,71.2,74,rain,2024-06-09 18:00:00,6
6/10/2024,0:00,15,0.6,0,131,Summer,84.1,36,clear,2024-06-10 00:00:00,6
6/10/2024,6:00,14,0.9,0,88,Summer,75.1,46,clouds,2024-06-10 06:00:00,6
6/10/2024,12:00,10,0.8,0,103,Summer,90.0,45,clear,2024-06-10 12:00:00,6
6/10/2024,18:00,6,0.6,1,87,Summer,75.5,68,rain,2024-06-10 18:00:00,6
6/11/2024,0:00,11,0.5,0,95,Summer,79.0,46,clear,2024-06-11 00:00:00,6
6/11/2024,6:00,12,0.4,0,107,Summer,81.2,36,clear,2024-06-11 06:00:00,6
6/11/2024,12:00,11,1.0,0,93,Summer,63.3,66,rain,2024-06-11 12:00:00,6
6/11/2024,18:00,14,0.2,0,121,Summer,66.4,65,clouds,2024-06-11 18:00:00,6
6/12/2024,0:00,7,0.4,0,129,Summer,81.3,82,rain,2024-06-12 00:00:00,6
6/12/2024,6:00,13,0.5,0,119,Summer,76.5,56,clouds,2024-06-12 06:00:00,6
6/12/2024,12:00,10,0.1,0,105,Summer,71.6,56,clouds,2024-06-12 12:00:00,6
6/12/2024,18:00,18,0.8,0,122,Summer,72.5,54,clouds,2024-06-12 18:00:00,6
6/13/2024,0:00,11,1.2,0,113,Summer,59.4,37,clear,2024-06-13 00:00:00,6
6/13/2024,6:00,13,0.5,0,118,Summer,69.7,64,rain,2024-06-13 06:00:00,6
6/13/2024,12:00,7,0.1,0,100,Summer,76.1,89,rain,2024-06-13 12:00:00,6
6/13/2024,18:00,22,0.9,0,131,Summer,76.8,41,clouds,2024-06-13 18:00:00,6
6/14/2024,0:00,11,0.7,0,114,Summer,93.7,30,clear,2024-06-14 00:00:00,6
6/14/2024,6:00,8,0.4,0,81,Summer,71.7,30,clear,2024-06-14 06:00:00,6
6/14/2024,12:00,9,0.5,0,113,Summer,77.1,67,rain,2024-06-14 12:00:00,6
6/14/2024,18:00,13,0.6,0,125,Summer,91.8,51,clouds,2024-06-14 18:00:00,6
6/15/2024,0:00,11,0.4,0,99,Summer,78.9,61,clouds,2024-06-15 00:00:00,6
6/15/2024,6:00,14,0.9,0,102,Summer,83.1,48,clear,2024-06-15 06:00:00,6
6/15/2024,12:00,13,0.1,0,120,Summer,94.8,77,rain,2024-06-15 12:00:00,6
6/15/2024,18:00,11,0.7,0,114,Summer,64.1,84,rain,2024-06-15 18:00:00,6
6/16/2024,0:00,13,0.1,0,125,Summer,74.7,45,clear,2024-06-16 00:00:00,6
6/16/2024,6:00,15,0.3,0,87,Summer,85.4,60,clouds,2024-06-16 06:00:00,6
6/16/2024,12:00,10,0.1,0,94,Summer,72.5,82,rain,2024-06-16 12:00:00,6
6/16/2024,18:00,19,0.5,0,134,Summer,73.2,65,rain,2024-06-16 18:00:00,6
6/17/2024,0:00,19,0.3,0,72,Summer,74.5,47,clear,2024-06-17 00:00:00,6
6/17/2024,6:00,18,1.1,0,89,Summer,77.1,43,clouds,2024-06-17 06:00:00,6
6/17/2024,12:00,12,0.2,0,136,Summer,80.1,44,clouds,2024-06-17 12:00:00,6
6/17/2024,18:00,20,0.2,0,133,Summer,69.5,55,clouds,2024-06-17 18:00:00,6
6/18/2024,0:00,16,0.1,0,117,Summer,82.7,66,rain,2024-06-18 00:00:00,6
6/18/2024,6:00,12,0.3,0,112,Summer,73.0,43,clouds,2024-06-18 06:00:00,6
6/18/2024,12:00,15,0.1,0,107,Summer,72.7,63,rain,2024-06-18 12:00:00,6
6/18/2024,18:00,16,0.5,0,135,Summer,89.7,49,clear,2024-06-18 18:00:00,6
6/19/2024,0:00,11,0.5,0,113,Summer,69.2,52,clear,2024-06-19 00:00:00,6
6/19/2024,6:00,13,0.1,0,118,Summer,85.7,48,clear,2024-06-19 06:00:00,6
6/19/2024,12:00,12,0.2,0,113,Summer,81.4,37,clear,2024-06-19 12:00:00,6
6/19/2024,18:00,11,1.0,0,99,Summer,90.5,49,clouds,2024-06-19 18:00:00,6
6/20/2024,0:00,26,0.6,1,133,Summer,79.1,30,clear,2024-06-20 00:00:00,6
6/20/2024,6:00,14,0.7,0,107,Summer,75.4,60,rain,2024-06-20 06:00:00,6
6/20/2024,12:00,8,0.5,0,92,Summer,78.0,53,clear,2024-06-20 12:00:00,6
6/20/2024,18:00,15,0.3,0,115,Summer,64.8,51,clouds,2024-06-20 18:00:00,6
6/21/2024,0:00,17,0.9,0,109,Summer,74.1,50,clear,2024-06-21 00:00:00,6
6/21/2024,6:00,19,0.5,0,121,Summer,73.8,33,clear,2024-06-21 06:00:00,6
6/21/2024,12:00,12,0.8,0,142,Summer,72.5,30,clear,2024-06-21 12:00:00,6
6/21/2024,18:00,16,0.2,0,113,Summer,86.4,32,clear,2024-06-21 18:00:00,6
6/22/2024,0:00,8,0.3,0,85,Summer,76.4,31,clear,2024-06-22 00:00:00,6
6/22/2024,6:00,22,0.6,0,117,Summer,64.4,77,rain,2024-06-22 06:00:00,6
6/22/2024,12:00,16,0.7,0,109,Summer,77.2,47,clear,2024-06-22 12:00:00,6
6/22/2024,18:00,19,0.5,0,109,Summer,86.9,45,clouds,2024-06-22 18:00:00,6
6/23/2024,0:00,12,0.5,0,134,Summer,83.7,44,clear,2024-06-23 00:00:00,6
6/23/2024,6:00,11,0.6,0,97,Summer,71.7,53,clear,2024-06-23 06:00:00,6
6/23/2024,12:00,20,0.7,0,108,Summer,81.8,46,clouds,2024-06-23 12:00:00,6
6/23/2024,18:00,7,0.3,0,97,Summer,76.7,53,clear,2024-06-23 18:00:00,6
6/24/2024,0:00,11,0.2,0,141,Summer,86.4,44,clear,2024-06-24 00:00:00,6
6/24/2024,6:00,13,0.9,0,97,Summer,64.4,55,clouds,2024-06-24 06:00:00,6
6/24/2024,12:00,7,0.3,0,103,Summer,74.4,44,clouds,2024-06-24 12:00:00,6
6/24/2024,18:00,17,0.5,0,116,Summer,71.3,66,clouds,2024-06-24 18:00:00,6
6/25/2024,0:00,15,0.1,0,96,Summer,78.5,35,clear,2024-06-25 00:00:00,6
6/25/2024,6:00,12,0.7,0,108,Summer,68.4,78,rain,2024-06-25 06:00:00,6
6/25/2024,12:00,10,0.7,0,121,Summer,84.3,33,clear,2024-06-25 12:00:00,6
6/25/2024,18:00,9,0.5,0,108,Summer,80.5,82,rain,2024-06-25 18:00:00,6
6/26/2024,0:00,14,0.6,0,131,Summer,78.9,30,clear,2024-06-26 00:00:00,6
6/26/2024,6:00,12,0.1,0,109,Summer,90.1,70,rain,2024-06-26 06:00:00,6
6/26/2024,12:00,7,0.8,0,122,Summer,78.9,36,clear,2024-06-26 12:00:00,6
6/26/2024,18:00,15,0.6,0,129,Summer,92.4,48,clear,2024-06-26 18:00:00,6
6/27/2024,0:00,17,0.9,0,125,Summer,87.5,43,clear,2024-06-27 00:00:00,6
6/27/2024,6:00,7,0.4,1,103,Summer,80.3,45,clouds,2024-06-27 06:00:00,6
6/27/2024,12:00,10,0.5,0,100,Summer,71.3,68,clouds,2024-06-27 12:00:00,6
6/27/2024,18:00,16,0.4,0,117,Summer,74.8,76,rain,2024-06-27 18:00:00,6
6/28/2024,0:00,21,1.3,0,118,Summer,67.0,44,clouds,2024-06-28 00:00:00,6
6/28/2024,6:00,8,0.6,0,105,Summer,88.7,33,clear,2024-06-28 06:00:00,6
6/28/2024,12:00,18,0.5,1,155,Summer,64.2,63,rain,2024-06-28 12:00:00,6
6/28/2024,18:00,19,0.4,0,89,Summer,73.5,44,clouds,2024-06-28 18:00:00,6
6/29/2024,0:00,10,0.5,0,91,Summer,93.4,30,clear,2024-06-29 00:00:00,6
6/29/2024,6:00,7,0.4,1,95,Summer,74.9,45,clear,2024-06-29 06:00:00,6
6/29/2024,12:00,14,0.3,0,109,Summer,80.8,53,clear,2024-06-29 12:00:00,6
6/29/2024,18:00,16,0.6,0,120,Summer,74.1,63,rain,2024-06-29 18:00:00,6
6/30/2024,0:00,13,0.3,1,115,Summer,63.1,37,clear,2024-06-30 00:00:00,6
6/30/2024,6:00,11,0.6,0,80,Summer,76.9,51,clouds,2024-06-30 06:00:00,6
6/30/2024,12:00,20,1.2,0,126,Summer,84.9,54,clouds,2024-06-30 12:00:00,6
6/30/2024,18:00,12,0.5,0,106,Summer,69.8,30,clear,2024-06-30 18:00:00,6
7/1/2024,0:00,4,0.2,0,103,Summer,78.6,65,clouds,2024-07-01 00:00:00,7
7/1/2024,6:00,11,0.1,0,87,Summer,64.7,78,rain,2024-07-01 06:00:00,7
7/1/2024,12:00,10,0.1,0,85,Summer,74.1,46,clear,2024-07-01 12:00:00,7
7/1/2024,18:00,18,0.6,0,117,Summer,77.6,84,rain,2024-07-01 18:00:00,7
7/2/2024,0:00,15,0.5,0,117,Summer,80.9,49,clear,2024-07-02 00:00:00,7
7/2/2024,6:00,12,0.3,0,125,Summer,86.2,41,clear,2024-07-02 06:00:00,7
7/2/2024,12:00,10,0.5,0,152,Summer,88.4,52,clouds,2024-07-02 12:00:00,7
7/2/2024,18:00,18,0.7,1,107,Summer,77.8,49,clouds,2024-07-02 18:00:00,7
7/3/2024,0:00,7,0.3,0,134,Summer,84.6,68,rain,2024-07-03 00:00:00,7
7/3/2024,6:00,14,0.1,0,97,Summer,83.5,66,rain,2024-07-03 06:00:00,7
7/3/2024,12:00,12,0.6,0,117,Summer,76.0,60,clouds,2024-07-03 12:00:00,7
7/3/2024,18:00,11,0.3,0,92,Summer,78.1,50,clear,2024-07-03 18:00:00,7
7/4/2024,0:00,13,0.8,0,110,Summer,82.4,55,clouds,2024-07-04 00:00:00,7
7/4/2024,6:00,11,0.4,0,106,Summer,91.7,52,clear,2024-07-04 06:00:00,7
7/4/2024,12:00,6,0.6,0,110,Summer,76.0,59,clouds,2024-07-04 12:00:00,7
7/4/2024,18:00,17,0.8,0,105,Summer,86.8,42,clear,2024-07-04 18:00:00,7
7/5/2024,0:00,15,0.6,0,109,Summer,81.0,85,rain,2024-07-05 00:00:00,7
7/5/2024,6:00,16,0.9,0,113,Summer,67.2,35,clear,2024-07-05 06:00:00,7
7/5/2024,12:00,11,0.4,0,97,Summer,79.7,67,clouds,2024-07-05 12:00:00,7
7/5/2024,18:00,10,0.1,1,114,Summer,72.6,47,clouds,2024-07-05 18:00:00,7
7/6/2024,0:00,9,0.1,0,110,Summer,73.5,69,clouds,2024-07-06 00:00:00,7
7/6/2024,6:00,11,0.3,0,78,Summer,85.7,32,clear,2024-07-06 06:00:00,7
7/6/2024,12:00,10,0.5,1,116,Summer,81.1,54,clear,2024-07-06 12:00:00,7
7/6/2024,18:00,6,0.4,0,89,Summer,74.8,74,rain,2024-07-06 18:00:00,7
7/7/2024,0:00,12,0.4,0,116,Summer,72.7,60,clouds,2024-07-07 00:00:00,7
7/7/2024,6:00,17,0.4,0,118,Summer,84.1,39,clear,2024-07-07 06:00:00,7
7/7/2024,12:00,14,0.5,0,102,Summer,88.3,54,clear,2024-07-07 12:00:00,7
7/7/2024,18:00,18,0.3,0,109,Summer,67.6,68,rain,2024-07-07 18:00:00,7
7/8/2024,0:00,16,0.7,1,111,Summer,81.4,37,clear,2024-07-08 00:00:00,7
7/8/2024,6:00,13,0.3,0,86,Summer,89.2,43,clear,2024-07-08 06:00:00,7
7/8/2024,12:00,19,0.8,0,130,Summer,70.4,84,rain,2024-07-08 12:00:00,7
7/8/2024,18:00,18,0.1,0,130,Summer,80.8,54,clouds,2024-07-08 18:00:00,7
7/9/2024,0:00,13,0.4,0,104,Summer,88.5,41,clear,2024-07-09 00:00:00,7
7/9/2024,6:00,11,0.2,0,81,Summer,88.3,41,clear,2024-07-09 06:00:00,7
7/9/2024,12:00,10,0.6,0,106,Summer,77.8,63,rain,2024-07-09 12:00:00,7
7/9/2024,18:00,9,0.1,0,91,Summer,88.0,41,clouds,2024-07-09 18:00:00,7
7/10/2024,0:00,11,0.3,0,107,Summer,65.9,77,rain,2024-07-10 00:00:00,7
7/10/2024,6:00,18,0.3,0,131,Summer,75.7,31,clear,2024-07-10 06:00:00,7
7/10/2024,12:00,16,0.8,0,121,Summer,100.6,40,clear,2024-07-10 12:00:00,7
7/10/2024,18:00,15,0.3,0,126,Summer,63.6,47,clear,2024-07-10 18:00:00,7
7/11/2024,0:00,13,0.4,0,114,Summer,82.9,67,clouds,2024-07-11 00:00:00,7
7/11/2024,6:00,13,0.1,1,103,Summer,73.6,40,clear,2024-07-11 06:00:00,7
7/11/2024,12:00,10,0.5,0,104,Summer,81.2,32,clear,2024-07-11 12:00:00,7
7/11/2024,18:00,18,1.0,0,130,Summer,82.7,36,clear,2024-07-11 18:00:00,7
7/12/2024,0:00,14,0.1,0,107,Summer,81.0,60,clouds,2024-07-12 00:00:00,7
7/12/2024,6:00,12,0.3,1,89,Summer,68.6,88,rain,2024-07-12 06:00:00,7
7/12/2024,12:00,9,0.6,0,92,Summer,66.2,64,rain,2024-07-12 12:00:00,7
7/12/2024,18:00,9,0.8,0,122,Summer,76.6,40,clouds,2024-07-12 18:00:00,7
7/13/2024,0:00,14,0.4,0,110,Summer,80.2,60,clouds,2024-07-13 00:00:00,7
7/13/2024,6:00,12,0.8,0,108,Summer,75.8,39,clear,2024-07-13 06:00:00,7
7/13/2024,12:00,12,0.5,0,103,Summer,76.9,69,clouds,2024-07-13 12:00:00,7
7/13/2024,18:00,9,0.5,0,101,Summer,83.9,54,clouds,2024-07-13 18:00:00,7
7/14/2024,0:00,9,0.4,0,118,Summer,88.1,40,clouds,2024-07-14 00:00:00,7
7/14/2024,6:00,4,0.3,0,113,Summer,85.5,68,clouds,2024-07-14 06:00:00,7
7/14/2024,12:00,8,0.4,0,113,Summer,68.5,43,clear,2024-07-14 12:00:00,7
7/14/2024,18:00,15,0.7,0,130,Summer,87.3,33,clear,2024-07-14 18:00:00,7
7/15/2024,0:00,10,0.1,0,81,Summer,75.2,89,rain,2024-07-15 00:00:00,7
7/15/2024,6:00,12,0.8,0,89,Summer,81.4,32,clear,2024-07-15 06:00:00,7
7/15/2024,12:00,15,0.4,0,96,Summer,67.4,73,rain,2024-07-15 12:00:00,7
7/15/2024,18:00,14,0.4,0,81,Summer,84.9,33,clear,2024-07-15 18:00:00,7
7/16/2024,0:00,10,0.3,0,130,Summer,78.3,30,clear,2024-07-16 00:00:00,7
7/16/2024,6:00,8,0.5,0,136,Summer,65.7,54,clear,2024-07-16 06:00:00,7
7/16/2024,12:00,11,0.6,0,130,Summer,79.0,42,clear,2024-07-16 12:00:00,7
7/16/2024,18:00,12,0.5,0,103,Summer,73.9,49,clear,2024-07-16 18:00:00,7
7/17/2024,0:00,10,0.7,0,117,Summer,69.8,69,rain,2024-07-17 00:00:00,7
7/17/2024,6:00,15,0.6,0,117,Summer,72.1,68,rain,2024-07-17 06:00:00,7
7/17/2024,12:00,11,0.8,0,115,Summer,80.3,68,clouds,2024-07-17 12:00:00,7
7/17/2024,18:00,8,0.1,0,113,Summer,78.1,32,clear,2024-07-17 18:00:00,7
7/18/2024,0:00,14,0.1,0,123,Summer,76.1,62,clouds,2024-07-18 00:00:00,7
7/18/2024,6:00,11,0.2,0,107,Summer,81.0,47,clear,2024-07-18 06:00:00,7
7/18/2024,12:00,6,0.2,0,118,Summer,84.8,39,clear,2024-07-18 12:00:00,7
7/18/2024,18:00,13,0.1,0,102,Summer,66.7,33,clear,2024-07-18 18:00:00,7
7/19/2024,0:00,13,0.3,0,107,Summer,85.0,51,clear,2024-07-19 00:00:00,7
7/19/2024,6:00,11,0.3,0,113,Summer,74.0,34,clear,2024-07-19 06:00:00,7
7/19/2024,12:00,18,0.8,0,126,Summer,85.4,41,clear,2024-07-19 12:00:00,7
7/19/2024,18:00,11,0.7,0,111,Summer,88.3,44,clouds,2024-07-19 18:00:00,7
7/20/2024,0:00,12,0.6,0,102,Summer,74.7,68,rain,2024-07-20 00:00:00,7
7/20/2024,6:00,20,0.6,1,138,Summer,83.3,46,clear,2024-07-20 06:00:00,7
7/20/2024,12:00,18,0.7,0,102,Summer,76.5,87,rain,2024-07-20 12:00:00,7
7/20/2024,18:00,16,0.4,0,127,Summer,71.9,53,clear,2024-07-20 18:00:00,7
7/21/2024,0:00,8,0.4,0,104,Summer,79.1,31,clear,2024-07-21 00:00:00,7
7/21/2024,6:00,13,0.4,0,112,Summer,70.3,64,clouds,2024-07-21 06:00:00,7
7/21/2024,12:00,10,0.7,0,116,Summer,87.4,50,clear,2024-07-21 12:00:00,7
7/21/2024,18:00,11,0.8,1,111,Summer,93.0,48,clouds,2024-07-21 18:00:00,7
7/22/2024,0:00,10,0.5,1,100,Summer,63.6,33,clear,2024-07-22 00:00:00,7
7/22/2024,6:00,7,0.7,0,114,Summer,75.5,81,rain,2024-07-22 06:00:00,7
7/22/2024,12:00,14,0.5,0,136,Summer,75.2,52,clouds,2024-07-22 12:00:00,7
7/22/2024,18:00,9,0.7,0,79,Summer,78.5,65,clouds,2024-07-22 18:00:00,7
7/23/2024,0:00,11,0.2,0,116,Summer,69.1,72,rain,2024-07-23 00:00:00,7
7/23/2024,6:00,10,0.2,0,119,Summer,89.2,63,rain,2024-07-23 06:00:00,7
7/23/2024,12:00,8,0.9,0,107,Summer,77.1,43,clear,2024-07-23 12:00:00,7
7/23/2024,18:00,5,0.1,0,121,Summer,76.2,62,rain,2024-07-23 18:00:00,7
7/24/2024,0:00,15,0.9,0,114,Summer,84.0,48,clouds,2024-07-24 00:00:00,7
7/24/2024,6:00,12,0.3,0,97,Summer,89.4,60,clouds,2024-07-24 06:00:00,7
7/24/2024,12:00,20,0.6,0,110,Summer,80.5,49,clear,2024-07-24 12:00:00,7
7/24/2024,18:00,15,0.3,0,129,Summer,80.7,74,rain,2024-07-24 18:00:00,7
7/25/2024,0:00,9,0.6,1,96,Summer,71.2,50,clouds,2024-07-25 00:00:00,7
7/25/2024,6:00,14,0.7,0,125,Summer,84.4,65,rain,2024-07-25 06:00:00,7
7/25/2024,12:00,14,0.2,1,89,Summer,78.2,80,rain,2024-07-25 12:00:00,7
7/25/2024,18:00,13,0.8,0,108,Summer,80.7,42,clear,2024-07-25 18:00:00,7
7/26/2024,0:00,9,0.4,0,132,Summer,73.2,75,rain,2024-07-26 00:00:00,7
7/26/2024,6:00,14,0.4,0,102,Summer,76.7,33,clear,2024-07-26 06:00:00,7
7/26/2024,12:00,14,0.4,0,115,Summer,73.3,70,rain,2024-07-26 12:00:00,7
7/26/2024,18:00,18,0.3,0,135,Summer,63.7,84,rain,2024-07-26 18:00:00,7
7/27/2024,0:00,20,0.7,1,102,Summer,75.5,42,clouds,2024-07-27 00:00:00,7
7/27/2024,6:00,14,0.9,0,92,Summer,67.4,61,rain,2024-07-27 06:00:00,7
7/27/2024,12:00,16,0.8,1,126,Summer,74.3,80,rain,2024-07-27 12:00:00,7
7/27/2024,18:00,8,0.1,0,120,Summer,85.0,77,rain,2024-07-27 18:00:00,7
7/28/2024,0:00,19,0.9,1,119,Summer,74.7,76,rain,2024-07-28 00:00:00,7
7/28/2024,6:00,13,0.6,0,92,Summer,81.3,65,clouds,2024-07-28 06:00:00,7
7/28/2024,12:00,15,0.5,0,112,Summer,83.3,36,clear,2024-07-28 12:00:00,7
7/28/2024,18:00,11,0.5,0,92,Summer,75.0,69,rain,2024-07-28 18:00:00,7
7/29/2024,0:00,8,0.1,0,103,Summer,76.2,69,rain,2024-07-29 00:00:00,7
7/29/2024,6:00,15,0.4,0,141,Summer,97.2,53,clear,2024-07-29 06:00:00,7
7/29/2024,12:00,11,0.3,1,97,Summer,86.9,81,rain,2024-07-29 12:00:00,7
7/29/2024,18:00,14,0.6,0,102,Summer,79.4,87,rain,2024-07-29 18:00:00,7
7/30/2024,0:00,14,0.5,0,137,Summer,74.9,83,rain,2024-07-30 00:00:00,7
7/30/2024,6:00,14,0.4,0,105,Summer,85.8,34,clear,2024-07-30 06:00:00,7
7/30/2024,12:00,12,0.4,0,119,Summer,74.3,89,rain,2024-07-30 12:00:00,7
